id,name,neighborhood_overview,transit,house_rules,host_name,host_response_time,host_neighbourhood,city,state,zipcode,country,housetype,room_type,bathrooms,bedrooms,amenities,price
7843605,Capital Hill Loft Style Apt Hot Tub,"Located in the popular historic Capital Hill neighborhood.   Restaurants, shops, stores, and nightlife within walking distance.  Bus line half a block away.  Bike Rental. 30 minutes to Denver International Airport Walking Distance Fillmore Auditorium Ogden Theater Bluebird Theater Grocery Stores Restaurants/Bars/Brewery’s Coffee Shops 7 minutes or less Denver Zoo Denver Museum of Nature & Science Botanic Garden  Colorado State Capital Molly Brown Museum Colorado Convention Center Denver Art Museum 10-12 Minutes  Pepsi Center Six Flags Elitch Gardens Mile High Stadium  LODO Larimer Square 16th street Mall Downtown Aquarium Coors Field/Colorado Rockies","Very close to bus line.  I highly recommend using ride-sharing services: For $20 in Uber credit, use my code - iyql4 For $20 in Lyft credit, use my code - daniel4661 ￫ Bike rentals + bus line 1/2 block away ￫ Airport 30 minutes","You must be at least 21 years of age or older to book.  The property is no smoking of any kind in its entirety. No candles. No exceptions! No parties.  No glitter.  No popcorn/confetti, etc. fights.   Please return all items used where found and in the same condition as found.  No pets allowed (Website hidden by Airbnb)  Please be advised if you choose to use the towels provided to wipe off your make up (foundation, mascara, and/or lipstick), they will be stained.  Also, if the towels are used for anything other than their intended purpose, for example to clean up spills instead of using paper towels provided, etc. As a result, you will be charged the following: Bath towels: $5.99 Hand towels: $3.99 Washcloths: $1.99 (Website hidden by Airbnb) Safety:  Please be aware that you are 100% responsible to supervise all children during your stay.  There is a hot tub and koi pond in the backyard and no lifeguard on duty.  Children are not allowed unsupervised in the backyard at all.  Children",Cynthia,within an hour,Capitol Hill,Denver,CO,80218,United States,Apartment,Entire home/apt,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Hot tub"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Garden or backyard""}",$105.00 
7859145,Shabby Chic Haven in Denver,"Tennyson district is full of wonderful cafes, bars and restaurants and you will be in walking distance to the heart of the district. You're also in walking distance to a lovely little part, with a reservoir and lively dog park. Downtown is 7 minutes by car and you're right by the interstate to hop to Boulder, the foothills or the mountains.",Free street parking!,"With respect and care for my precious home. Private homes aren’t hotels - please respect the times you come in in the evening, noise levels etc.",Jennifer,within a few hours,Berkeley,Denver,CO,80212,United States,House,Private room,1,1,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you"",""Lake access""}",$115.00 
7882412,The Gables,"This is a fabulous neighborhood. It is very walkable with parks, libraries, great restaurants.., and I do mean great...these are truly as good as they get kinds of restaurants, boutiques, second hand shops, bookstores, yoga,  gyms--both public and private, grocery stores, hair and beauty places, pet stores.... it's a treasure trove. On the first Friday of every month all the stores and places on Tennyson stay open until late and there is lots of fun activity for all ages.",This is a very walkable neighborhood and buses are close by to get all overt the city and state.,"Please be sure to shut all gates and doors so no pets are allowed to roam beyond their designated areas. Absolutely NO smoking is allowed -- not tobacco, not marijuana, not anything else. Please take off your shoes in the house. Please be sure to shut lights when not in use or in residence. Please keep shower curtains in the tub or shower when showering. Please use water wisely, Colorado is always wary of excess water use. If you have friends over, please keep noise to a minimum -- the neighbors are friendly, but conscious of it. We expect you to be on your best behavior while enjoying your time here.  Also, please let us know exactly what pets you may be bringing, and be sure to pick up after dogs if you leave them out in the yard. In general, there will be a nominal extra charge for cleaning when a pet stays with us  There will be an extra charge for cleaning if serious fur, hair or pet-related soil is found on the curtains or linens. This will be taken from the deposit. Please let u",Annette,within a day,Berkeley,Denver,CO,80212,United States,Apartment,Entire home/apt,1,1,"{Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Suitable for events"",Washer,Dryer}",$125.00 
7899712,Historic Baker Master Suite,"Neighborhood is a 5 minute walk to South Broadway and Santa Fe Art District. The neighborhood is full of beautiful victorian homes built between 1880 and 1920. Many small businesses, restaurants, art galleries and breweries, parks, and music venues are within a few blocks of the house. This house is located in one of the most interesting areas of Denver with quick access to main tourist attractions of the city.",Bus and Light rail lines are in walking distance.,"Our house remains a quiet space, but guests are encouraged to make themselves comfortable. Colorado rules: We are 420 friendly but do not smoke in the house. Drinking is allowed but we are not looking for party animals.",Dan,Within a day,Baker,Denver,CO,80204,United States,House,Private room,1,1,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Laptop friendly workspace""}",$89.00 
7912052,Minutes from I-25/I-225  SE Denver,"Great location in SE Denver. The location makes it super easy to get around  town.   Walmart,Target,Wholefoods,Restaurants and Theaters are all within  a few minutes drive.",A bike path is near by and you can ride to Cherry Creek Reservoir  or Down Town. The RTD bus stop is a block away.,"NO ANY SMOKE,  NO DRUGS  Please take off your shoes while inside the house. This is very important to Japanese people. NO CLEANING FEE Be respectful of our house.  No guests other than the individuals renting the rooms. No pet, No kid under 5 ( Dog might be irritated, Ask host)",Aki,within an hour,Hampden,Denver,CO,80231,United States,House,Private room,1.5,2,"{TV,Internet,Wifi,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Cleaning before checkout"",""Wide hallways"",""No stairs or steps to enter"",""Host greets you""}",$49.00 
7919653,Stunning Luxury City Victorian,"The victorian house is nestled within the popular City Park West neighborhood. Experience the city’s premier cultural amenities including the Denver Zoo, the Museum of Nature and Science, and the expansive 320-acre City Park nearby. You'll be within walking or biking distance to all the happening restaurants, bars and shops on 17th Avenue. From Starbucks and Einstein's bagels to St Mark's Coffee House and the award-winning Beast + Bottle - you've got it here! We're close to supermarkets, coffee shops, and a tasty vegan bakery! Easy access to public transportation to downtown attractions and shopping are just minutes away. Whether you’re meeting friends for dinner at Strings, discovering local art while sipping on a cappuccino at St. Mark’s Coffee House or listening to great music at Jazz in the Park, the Carriage House offers one of the best Denver locations for your stay! Restaurants:  Steuben's  The Beast and Bottle  Vine Street Pub & Brewery  Avenue Grill  Parallel 17  Chada Thai Re",City Park West is perfect for walkers.  You can also rent a bicycle at a D-Station around the corner from the house. 7 bus lines travel through the neighborhood and it's an easy drive to get around the city. We use Lyft a lot too.,"Yup, it's legal, but there is absolutely no smoking - of anything - in the house or on the property. There will be a $500 fee charged for smoking. Sorry! Please only sleep in beds.  We don't have air mattresses and we just don't like people sleeping on the sofas - we're not that kind of house!  You will be fined $500 for any additional guests.  Enjoy your stay and enjoy all the amenities - but no gym/swimming/spa/sauna use after 9pm.  Children under 18 must be accompanied by an adult in the swim/spa, gym and sauna.  No alcohol can be consumed in the gym, swim spa or sauna.  Please do not use the gym, swim spa or sauna after consuming alcohol.   Please note: the gym, swim spa, and sauna are all used at your own risk.  No alcohol, food, or drink can be consumed in the gym or sauna.  No unsupervised children in the gym or sauna.  Host assumes no liability.  Although in the city, this is a quiet neighborhood, we ask that you respect our neighbors! Sorry - no pets!",Colleen,within an hour,City Park West,Denver,CO,80205,United States,House,Entire home/apt,3.5,4,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Free street parking"",""Hot tub"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",$599.00 
7931953,Sunny Cottage in the Historic and Trendy LoHi Neighborhood,"The house is in Lower Highland—LoHi—a family-friendly, safe, and pleasant neighborhood. Great restaurants are within walking distance. The high-rise part of downtown is a half-hour walk. Platte River jogging and cycling trails are just down the hill.","There are buses, but it's not a popular means of getting around. There's a B cycle bike very closeby, and past guests have enjoyed using that. You can walk to many places, certainly everywhere you need to go in a weekend. We also have Uber X here in Denver, and the drivers are great and it's really cheap. Union Station, where the A-train from the airport drops off, is about a mile and a half or a $6 Uber down the hill.","For everyone's security, we always must verify that the person we are handing keys to is the same person who made the reservation. (This is for your safety also!) Please provide a clear photo on your profile so that we can recognize you when you arrive, and please be sure to have your ID with you! Unless we are able to verify identities upon check-in, we cannot provide access to the listing. I am sure you would not want us giving the home you paid for to someone who wasn't you! :) Please take off your shoes, be gentle on the home, and let us know if something needs repair or replenishment.  ALL guests on the property must be registered. This is a requirement by AirBNB as well as our insurance, and we have promised the neighbors we will make sure it is followed.  Please be mindful of the neighborhood environment and be quiet, especially if unloading your car or enjoying the outdoor space in the evening. Please do not hang out on the porch past 9pm, we have a sensitive neighbor. You are ",Kimberly & Tonya,within an hour,Highland,Denver,CO,80211,United States,Townhouse,Entire home/apt,1,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Baby monitor"",""Outlet covers"",Bathtub,""Changing table"",""High chair"",""Stair gates"",""Children’s books and toys"",""Babysitter recommendations"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Handheld shower head"",""Ceiling fan"",""Smart TV"",""Gas oven"",""Formal dining area"",""Memory foam mattress"",""Outdoor seating"",Mudroom,""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",$139.00 
7948813,Comfy house 2 miles from downtown,2 blocks from Sloan's Lake with tennis and basketball courts. Tennyson shops and 32nd St. shops a few blocks away.,Free and ample street parking.,No pets. No smoking of any kind inside the house.,L. Daniel,within an hour,Sloane Lake,Denver,CO,80212,United States,House,Entire home/apt,1,2,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Full kitchen""}",$98.00 
7978362,One Bedroom Apartment,Pleasant Neighbourhood,Free street parking!,No Smoking!,Marty,Within a day,Capitol Hill,Denver,CO,80203,United States,Apartment,Entire home/apt,1,1,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher""}",$114.00 
8051878,Spacious Capitol Hill Apartment,Pleasant Neighbourhood,Free street parking!,No Smoking!,Katie,Within a day,Capitol Hill,Denver,CO,80218,United States,Apartment,Entire home/apt,2,2,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Elevator,Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo}",$95.00 
8066392,Historic Home Near Old South Pearl,"Platte Park is the neighborhood directly to the west of Washington Park in Denver.  It is an old neighborhood with a lot of bungalows, victorians, and Denver squares.  Just around the corner from my home is a bar and restaurant called Lincolns Roadhouse. They have good burgers and fries if you need a quick bite or drink and offer free live music on the weekends. There is also a stretch of restaurants and bars just a few blocks to the south on what is called Old South Pearl St.  There is a good coffee shop. great sushi place, and other shopping across that few block stretch.  There are a couple of breweries within walking distance as well.","Ample street parking is available in front of the house and around the corner.  Please be aware of parking restrictions that are in place during the business day.  I do have a guest parking pass for use during your stay.  I also have a parking space next to the garage behind the house.  I can't guarantee it will be available as sometimes my camper may be there, but if it is empty feel free to use it!  You can also walk two blocks to the west just where the highway (I-25) crosses Washington street and you will find the Louisiana/Pearl light rail stop.  Maps and directions for getting around Denver via mass transit can be found online. It’s only 10 -15 minutes to most locations downtown including the 16th street mall, Union Station, the Convention Center, etc via the light rail.",The house is non smoking but you are welcome to smoke outside.  Please be considerate of the patio furniture as any burns/holes will result in a repair fee.  The homes are very close to each other in this neighborhood so please be considerate of the neighbors and keep noise to a minimum after 10pm.   No groups or parties larger than 8 people allowed.,Aaron,within an hour,Platt Park,Denver,CO,80210,United States,House,Entire home/apt,2,3,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",Bathtub,""Children’s books and toys"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Game console"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",$234.00 
8071897,Cozy 5 Point Suite Near Downtown,"The Whittier Neighborhood is a charming historic part of Denver right in the middle of new development. Lots of hip new restaurants, bars, and breweries are within walking or biking distance from the apartment. Also, just a short walk. uber, or bike ride away from Coors Field.",blocks away from the 25th and Welton light rail station. Right by I-25 and I-70. Quick and easy access to the Mountains to go skiing. 1 hour to Loveland Ski Area. An hour 15 to A Basin. The new A train to DIA has a stop at 38th and Blake that is a 5 minute uber ride from our place. Take the A train for $9 a person. Takes around 30 minutes to or from the airport.,No Smoking!,Erica & Brianna,within an hour,Whittier,Denver,CO,80205,United States,Apartment,Entire home/apt,1,1,"{TV,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Hot water""}",$99.00 
8072679,Large Bedroom in Modern Condo,"The condo is located blocks from DU and within a very affluent neighborhood. It ranges from college students, to young professionals, to family residents. Well developed area that provides a calm from the hustle of the city.  There are plenty of running/bike trails and parks to explore. 10 minute walk to stores, restaurants, bars and coffee shops.","Located centrally, the main highway is extremely close and provides a quick way to downtown, Cherry Creek, the Tech Center, Washington Park and access to the mountains. You are also a 15 minute walk from the light rail which can get you almost anywhere in Denver. Only about a 10 minute uber or taxi to downtown.","As long as you clean up after yourself and treat my home and me with respect, you're free to have a good time. The unit is 4/20 friendly but must be smoked on the patio. I have check-in and check-out times as flexible; however, if I have other guests coming and going, check-in time will be 1 PM and check-out will be 11 AM. If I have no bookings prior or after your reservation, I am more than happy to accommodate your schedule!",Kristofer,within an hour,University,Denver,CO,80210,United States,Condominium,Private room,1,1,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed"",""Wide hallways"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""No stairs or steps to enter"",""Wide entryway""}",$65.00 
8084258,Urban Depot (30-day Min) - Spacious 2bd,"The neighborhood is central and next to all the fun Colfax nightlife, restaurants, bars, music halls, Bluebird Theater and more.  Also nearby are great coffee shops and eateries. Rose Medical and National Jewish Hospitals are also nearby. Check out City Park with its fall jazz series, or the Colorado Museum of history, Imax, planetarium or Denver Zoo too!",Take the RTD bus from DIA to Downtown and then Uber/cab to the condo.   Uber or Lyft are excellent for getting around Denver or just  rent-a-bike on the street...,"This is a space for professionals and urbanites who are looking to enjoy and relax during their visit. If you are loud or party this is probably not the place for you. The community is awesome but as in any hotel or rental, we do ask that you please be mindful. Respectful 420 is allowed inside. No cigarette smoking inside.",Pavlo,within a day,South Park Hill,Denver,CO,80220,United States,Condominium,Entire home/apt,1,2,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}",$69.00 
8117043,Let the Light in at a Homey Townhouse with a Natural Vibe,"A quiet neighborhood near S. Broadway, Old S Pearl, the University of Denver, the light rail, and downtown Denver. Walk to bars, restaurants, cafes, and more, or head to the park across the street for incredible views of the mountains and sunsets.","There is plenty of free street parking in front of the house. There is a bus (the ""0"") that runs from to downtown from two blocks away from the house. Evans Lightrail station is .9 miles away, to zip downtown! Driving takes about 10 minutes to get to LoDo, while the bus takes about 35 minutes.",You must be 21-years of age to rent. Thank you for choosing our home for your vacation destination! We are thrilled to be hosting you. The following are our rental rules to help make your stay great!  1)Check-in time is after 3:00 PM MST and Check-out is before 10:00 AM MST. Please no early arrivals/late departures without prior approval. There will be a $75 fee for unapproved late check-outs.  2)This is a non-smoking home. Any smoking (cigarettes or marijuana) inside of the house will result in loss of your security deposit.  You may smoke outside of the house and please properly dispose of all cigarette butts.  3)Please do not flush any feminine products or other foreign items down the toilet. 4)Pets are not permitted.  5)Security deposit: We do require a $300 security deposit. This will be returned within 7-days after your check-out so long as there is no damage to the home.   6)The cleaning fee is $85 and is included in your rental quote.  7)The renter is responsible for the follow,Mckenzie,within a few hours,Congress Park,Denver,CO,80210,United States,Townhouse,Entire home/apt,1,2,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",Netflix,""Pillow-top mattress"",""Outdoor seating"",""Walk-in shower"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",$159.00 
8142588,Highlands suite by Highland Sq. Lake & Stadium,"Quaint Highlands neighborhood of Denver is one of the most popular and hip neighborhoods in America right now. Amazing food and social scene within 12-15 minute walk. Sloan Lake is a very short walk away to enjoy beautiful mountain and city views. Mile High Stadium is less than a mile away and access to the highways to Ski Country is easy, too. Lower Downtown (LoDo) is a short 10  minute bike ride away. Come be a part of this beautiful and hip neighborhood and live like a local.","Lyft and Uber are always within five minutes wait and the cost to get to LoDo, LoHi, and Tennyson Street (Berkeley) is the minimum fare. Short, easy walks of .4 miles to Sloan Lake and .7 miles to Highlands Square for great restaurants, bars, and boutique shopping.",No pets.  420 friendly patio.,Joshua,Within a day,Sloane Lake,Denver,CO,80211,United States,House,Private room,1,1,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,Iron,""translation missing: en.hosting_amenity_50""}",$59.00 
8166027,Parks Restaurants  Shop  Whole Foods  Trader Joes,Pleasant Neighbourhood,Free street parking!,No Smoking!,Cathy,within a few hours,Cheesman Park,Denver,CO,80218,United States,House,Entire home/apt,4,5,"{TV,""Air conditioning"",Kitchen,""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Dishes and silverware""}",$141.00 
8183443,Luxury High-RISE with City/MTN views,"This is in a safe area downtown, and you are right in the thick of all the action. Larimer Square is two blocks away with the the best clubs, restaurants, wine bars, and speakeasies in the area! 16th street is literally parallel with all the restaurant, bars, and entertainment you could ask for! Located near the Pepsi center, Convention center, Union station and much more.","There is uber, busses, taxis, pedicabs and free 16th street mall bus. Everything you could want is really close though. The RTD commuter rail from the Denver Airport is the cheapest, easiest and fastest way to get to the airport. It's only 9 bucks and takes about 35 mins. UberX cost 32 bucks to my place and a taxi cost about 50 bucks. Union Station is 5 blocks away from the condo!",#NAME?,Dennis,within an hour,LoDo,Denver,CO,80202,United States,Condominium,Entire home/apt,1,2,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Gym,Elevator,""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Fireplace guards"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Long term stays allowed"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Host greets you""}",$168.00 
8207106,Downtown Riverfront Apartment,Pleasant Neighbourhood,"Our apartment is a five minute walk from Union Station, the light rail, the 16th St Mall Bus, and the Cherry Creek Trail.  Never a wait for an Uber or Lyft.  Street Parking available within a few minutes walk.",No smoking or pets. We have a tremendous amount of pride in ownership and ask that all guests treat the place with respect and care.,Landon,Within a day,LoDo,Denver,CO,80202,United States,Apartment,Entire home/apt,2,2,"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Gym,Elevator,""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo}",$120.00 
8211278,Amazing House! Downtown Walk EVERYWHERE Sleeps 14!,"""This neighborhood offers a vibrant mix of arts, culture and Colorado history. Explore the gold-domed Colorado State Capitol with its ""Mile High"" marker on the 13th step. Civic Center Park plays host to live music and food trucks on Tuesdays and Thursdays from May-October. You'll find some of Denver's finest museums nestled amongst beautiful turn-of-the-century mansions of ""Cap Hill,"" including the Kirkland Museum of Fine & Decorative Art and the Molly Brown House Museum. In the Golden Triangle neighborhood don't miss the Denver Art Museum and the Clyfford Still Museum. With more than 50 galleries, fine-art studios, museums, specialty stores, restaurants, nightclubs, coffeehouses and bistros, the neighborhood is a great place to explore on foot."" Read more about Capitol Hill and the Golden Triangle Museum District from the VISIT DENVER website.","Denver is home to an award-winning RTD public transportation system, and the property is very close to light rail and bus stations.","- No smoking - **$1000 fine** - No pets allowed - **$1000 fine** - No events, parties, or large gatherings - **$1000 fine** - Quiet hours 10pm-8am - Please remove shoes upon entry - If you cause any damage to the home, inside or out, you will be charged for the damages. - Must be at least 25 to book *Please be aware that we are not liable for any personal items left behind after your stay.* If any personal items are left at the property, we will do our best to recover them. However, there will be an automatic charge of $35 plus shipping costs for any items that need to be mailed back to you (prices may vary for large items).*",Debbie And Stew,within an hour,Windsor,Denver,CO,80204,United States,House,Entire home/apt,2,5,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi""}",$199.00 
8213634,Highlands Townhome Dog Friendly No Clean Fee,"Highlands is the hottest neighborhood(s) in Denver! We have excellent restaurants, shopping and yoga. 2 miles to Pepsi Center, Sports Authority Field and Coors Field. Tennyson Street, Highlands Square, Lohi and Sunnyside surround the Potter Highlands neighborhood. Sloan's Lake is close.","Walking distance to shops, restaurants, bars and even Lodo! Convenient to I-25 and I-70. Approximately 25 minutes to DIA (no traffic). Uber/Lyft to Lodo for $4. Sprouts Market and Highlands Liquor 1.7 miles. 10-15 minute walk to Pepsi Center (Avalanche Hockey & Nuggets Basketball), Coors Field (Rockies baseball) and Broncos Stadium.","This building holds 5 units. I love my neighbors and would like my guests to keep it real. Common courtesy is expected. No raging parties, smoking cigs or cats allowed. If you bring your dog, please make certain the dog is comfortable. I do not charge a cleaning fee, so please leave my home the way you found it. Thank you!",Michelle,within an hour,Highland,Denver,CO,80211,United States,Townhouse,Entire home/apt,1,1,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Well-lit path to entrance"",""Disabled parking spot"",""Extra space around bed"",""No stairs or steps to enter"",Other}",$100.00 
